id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,code_postal,code_commune,nom_commune,code_departement,type_local,surface_reelle_bati,nombre_pieces_principales,lot1_surface_carrez
2023-000271,2023-08-30,2,Vente,991790,35000,35238,Rennes,35,Maison,205,6,
2023-000272,2023-04-23,2,Vente,325035,67000,67482,Strasbourg,67,Appartement,93,2,
2023-000273,2023-10-30,3,Vente,238372,13007,13207,Marseille 7e Arrondissement,13,Appartement,23,4,
2023-000274,2023-04-23,2,Vente,0,75001,75101,Paris 1er Arrondissement,75,Maison,75,2,
2023-000275,2023-06-15,3,Vente en l'état futur d'achèvement,126198,75018,75118,Paris 18e Arrondissement,75,Appartement,27,5,25
2023-000276,2023-10-28,4,Vente,333184,13007,13207,Marseille 7e Arrondissement,13,Appartement,32,2,30
2023-000277,2023-10-15,2,Vente,469154,33000,33063,Bordeaux,33,Maison,161,3,
2023-000278,2023-07-20,2,Echange,457600,75001,75101,Paris 1er Arrondissement,75,Local industriel. commercial ou assimilé,320,,304
2023-000279,2023-02-09,3,Vente en l'état futur d'achèvement,648440,75011,75111,Paris 11e Arrondissement,75,Maison,130,6,
2023-000280,2023-06-29,4,Vente,205452,69006,69386,Lyon 6e Arrondissement,69,Appartement,52,4,49
2023-000281,2023-10-07,2,Vente,420146,13011,13211,Marseille 11e Arrondissement,13,Maison,166,2,
2023-000282,2023-06-13,2,Vente en l'état futur d'achèvement,215560,35000,35238,Rennes,35,Maison,136,4,129
2023-000283,2023-06-23,4,Echange,2037400,31000,31555,Toulouse,31,Dépendance,334,,
2023-000284,2023-07-29,3,Vente,1592636,75011,75111,Paris 11e Arrondissement,75,Dépendance,386,,366
2023-000285,2023-10-20,4,Vente,1497300,69006,69386,Lyon 6e Arrondissement,69,Maison,210,6,
2023-000286,2023-02-11,3,Vente,364800,75001,75101,Paris 1er Arrondissement,75,Appartement,80,4,
2023-000287,2023-07-15,1,Vente,497740,31000,31555,Toulouse,31,Maison,164,3,
2023-000288,2023-06-26,1,Vente,1415440,59000,59350,Lille,59,Maison,208,5,197
2023-000289,2023-12-18,1,Vente,1570569,67000,67482,Strasbourg,67,Dépendance,273,,259
2023-000290,2023-11-14,2,Vente,130910,31000,31555,Toulouse,31,Appartement,38,2,36
2023-000291,2023-12-16,1,Vente,793504,75018,75118,Paris 18e Arrondissement,75,Maison,181,6,
2023-000292,2023-05-22,4,Vente,1313613,31000,31555,Toulouse,31,Maison,203,6,
2023-000293,2023-02-21,4,Vente,142626,75018,75118,Paris 18e Arrondissement,75,Appartement,33,3,31
2023-000294,2023-05-22,1,Vente,391845,06000,06088,Nice,06,Maison,173,4,
2023-000295,2023-09-01,1,Vente,825378,13007,13207,Marseille 7e Arrondissement,13,Maison,138,4,131
2023-000296,2023-08-15,1,Vente,606444,69002,69382,Lyon 2e Arrondissement,69,Dépendance,194,,
2023-000297,2023-09-06,4,Vente en l'état futur d'achèvement,1087398,69002,69382,Lyon 2e Arrondissement,69,Appartement,117,5,
2023-000298,2023-03-30,1,Vente,212388,67000,67482,Strasbourg,67,Appartement,44,4,41
2023-000299,2023-08-26,4,Vente,1214497,59000,59350,Lille,59,Maison,199,5,
2023-000300,2023-06-26,1,Vente,316320,67000,67482,Strasbourg,67,Appartement,40,3,
2023-000301,2023-04-20,1,Vente en l'état futur d'achèvement,269952,75018,75118,Paris 18e Arrondissement,75,Appartement,48,6,
2023-000302,2023-01-05,3,Vente,355728,75018,75118,Paris 18e Arrondissement,75,Appartement,48,6,
2023-000303,2023-04-22,3,Vente en l'état futur d'achèvement,571881,13011,13211,Marseille 11e Arrondissement,13,Appartement,79,5,75
2023-000304,2023-02-25,3,Vente,296641,06000,06088,Nice,06,Maison,193,3,
2023-000305,2023-04-07,3,Echange,295542,59000,59350,Lille,59,Appartement,39,6,37
2023-000306,2023-06-01,2,Vente,513888,59000,59350,Lille,59,Appartement,53,5,
2023-000307,2023-09-01,3,Vente,582330,59000,59350,Lille,59,Appartement,105,2,
2023-000308,2023-10-14,1,Vente,690768,75018,75118,Paris 18e Arrondissement,75,Appartement,117,6,
2023-000309,2023-06-19,1,Vente,614295,69002,69382,Lyon 2e Arrondissement,69,Maison,165,6,
2023-000310,2023-07-15,2,Vente,663375,69002,69382,Lyon 2e Arrondissement,69,Appartement,87,2,82
2023-000311,2023-08-23,3,Vente,346788,13007,13207,Marseille 7e Arrondissement,13,Appartement,38,2,36
2023-000312,2023-03-28,2,Vente,693749,75001,75101,Paris 1er Arrondissement,75,Maison,217,1,206
2023-000313,2023-09-02,2,Vente,308154,44000,44109,Nantes,44,Appartement,69,3,
2023-000314,2023-12-22,3,Vente,730908,75001,75101,Paris 1er Arrondissement,75,Maison,158,5,
2023-000315,2023-08-22,4,Vente,1199096,67000,67482,Strasbourg,67,Local industriel. commercial ou assimilé,296,,
2023-000316,2023-07-26,2,Vente,75738,69002,69382,Lyon 2e Arrondissement,69,Local industriel. commercial ou assimilé,39,,37
2023-000317,2023-12-31,1,Vente,564218,06000,06088,Nice,06,Maison,79,1,75
2023-000318,2023-08-16,2,Vente,331662,75001,75101,Paris 1er Arrondissement,75,Maison,167,2,158
2023-000319,2023-02-21,1,Vente,706784,44000,44109,Nantes,44,Appartement,104,5,
2023-000320,2023-04-13,1,Vente,385929,35000,35238,Rennes,35,Maison,137,2,130
2023-000321,2023-05-01,1,Vente,65160,69002,69382,Lyon 2e Arrondissement,69,Appartement,20,2,19
2023-000322,2023-05-12,1,Vente,548637,75011,75111,Paris 11e Arrondissement,75,Maison,129,4,
2023-000323,2023-07-04,2,Vente en l'état futur d'achèvement,829026,75018,75118,Paris 18e Arrondissement,75,Appartement,106,1,100
2023-000324,2023-11-15,4,Vente,224640,75018,75118,Paris 18e Arrondissement,75,Appartement,54,1,
2023-000325,2023-09-02,1,Vente,749949,33000,33063,Bordeaux,33,Maison,177,2,
2023-000326,2023-08-13,2,Vente,609482,06000,06088,Nice,06,Appartement,43,6,
2023-000327,2023-01-24,2,Vente,234192,33000,33063,Bordeaux,33,Appartement,28,6,26
2023-000328,2023-12-19,3,Vente en l'état futur d'achèvement,425754,44000,44109,Nantes,44,Appartement,109,4,103
2023-000329,2023-10-13,2,Vente,556150,44000,44109,Nantes,44,Appartement,98,4,
2023-000330,2023-05-23,1,Vente,295774,33000,33063,Bordeaux,33,Maison,82,2,
2023-000331,2023-09-13,1,Vente,956248,35000,35238,Rennes,35,Maison,184,4,174
2023-000332,2023-11-13,4,Vente en l'état futur d'achèvement,981417,75001,75101,Paris 1er Arrondissement,75,Appartement,101,6,95
2023-000333,2023-08-21,2,Vente en l'état futur d'achèvement,717526,13007,13207,Marseille 7e Arrondissement,13,Appartement,62,6,
2023-000334,2023-05-30,2,Vente en l'état futur d'achèvement,1290530,13007,13207,Marseille 7e Arrondissement,13,Dépendance,310,,
2023-000335,2023-02-24,3,Vente,361556,67000,67482,Strasbourg,67,Appartement,52,2,
2023-000336,2023-12-11,2,Vente,525825,13011,13211,Marseille 11e Arrondissement,13,Appartement,95,6,90
2023-000337,2023-08-10,2,Vente,1820547,75001,75101,Paris 1er Arrondissement,75,Maison,219,2,
2023-000338,2023-09-16,3,Vente,709113,44000,44109,Nantes,44,Appartement,69,2,
2023-000339,2023-03-10,3,Adjudication,310689,13007,13207,Marseille 7e Arrondissement,13,Appartement,37,5,35
2023-000340,2023-11-16,2,Vente,501840,31000,31555,Toulouse,31,Maison,144,6,136
2023-000341,2023-06-30,3,Vente,684138,59000,59350,Lille,59,Appartement,91,5,86
2023-000342,2023-01-13,2,Vente,320688,13011,13211,Marseille 11e Arrondissement,13,Appartement,68,3,64
2023-000343,2023-12-20,2,Vente,1085280,44000,44109,Nantes,44,Appartement,120,5,114
2023-000344,2023-12-23,3,Vente,272216,31000,31555,Toulouse,31,Appartement,56,6,53
2023-000345,2023-11-14,2,Vente,793305,75001,75101,Paris 1er Arrondissement,75,Maison,183,5,173
2023-000346,2023-12-16,4,Vente,265220,69002,69382,Lyon 2e Arrondissement,69,Maison,89,1,
2023-000347,2023-10-27,1,Vente,256230,69006,69386,Lyon 6e Arrondissement,69,Maison,135,3,128
2023-000348,2023-09-09,2,Vente,986172,44000,44109,Nantes,44,Appartement,93,5,88
2023-000349,2023-08-01,3,Vente,1181831,31000,31555,Toulouse,31,Appartement,89,3,
2023-000350,2023-10-15,2,Vente,496248,35000,35238,Rennes,35,Appartement,116,2,110
2023-000351,2023-02-28,4,Vente en l'état futur d'achèvement,648480,44000,44109,Nantes,44,Maison,168,3,
2023-000352,2023-09-21,1,Vente en l'état futur d'achèvement,192829,69006,69386,Lyon 6e Arrondissement,69,Maison,91,5,86
2023-000353,2023-12-17,1,Vente,323528,69002,69382,Lyon 2e Arrondissement,69,Appartement,74,4,70
2023-000354,2023-01-20,1,Vente,164300,75018,75118,Paris 18e Arrondissement,75,Appartement,31,5,29
2023-000355,2023-08-19,1,Vente en l'état futur d'achèvement,1163600,69002,69382,Lyon 2e Arrondissement,69,Appartement,100,6,95
2023-000356,2023-07-03,1,Vente,340536,06000,06088,Nice,06,Appartement,84,5,
2023-000357,2023-01-16,3,Vente,434240,33000,33063,Bordeaux,33,Appartement,80,5,76
2023-000358,2023-11-28,1,Vente,262506,75018,75118,Paris 18e Arrondissement,75,Appartement,67,1,
2023-000359,2023-02-13,2,Vente,352525,06000,06088,Nice,06,Appartement,59,6,
2023-000360,2023-02-28,4,Vente,155788,69002,69382,Lyon 2e Arrondissement,69,Maison,116,5,110
2023-000361,2023-02-20,1,Vente,905880,75011,75111,Paris 11e Arrondissement,75,Maison,120,3,114
2023-000362,2023-12-04,4,Vente,491656,13007,13207,Marseille 7e Arrondissement,13,Maison,148,3,
2023-000363,2023-11-25,4,Vente,856673,13007,13207,Marseille 7e Arrondissement,13,Maison,181,4,
2023-000364,2023-11-27,2,Vente,371880,69006,69386,Lyon 6e Arrondissement,69,Maison,90,5,
2023-000365,2023-01-10,3,Vente,477401,44000,44109,Nantes,44,Maison,199,1,189
2023-000366,2023-07-07,2,Vente,328160,31000,31555,Toulouse,31,Appartement,70,3,
2023-000367,2023-01-06,2,Vente,460465,31000,31555,Toulouse,31,Maison,131,5,124
2023-000368,2023-09-07,2,Vente en l'état futur d'achèvement,255678,33000,33063,Bordeaux,33,Maison,129,6,122
2023-000369,2023-08-21,3,Vente,115800,35000,35238,Rennes,35,Appartement,25,3,23
2023-000370,2023-07-07,4,Vente,372590,06000,06088,Nice,06,Appartement,95,2,
2023-000371,2023-11-06,2,Vente,105480,67000,67482,Strasbourg,67,Appartement,20,2,
2023-000372,2023-04-28,4,Vente,829840,06000,06088,Nice,06,Maison,176,4,
2023-000373,2023-05-05,2,Vente,135650,75018,75118,Paris 18e Arrondissement,75,Appartement,25,5,
2023-000374,2023-07-27,1,Vente en l'état futur d'achèvement,365664,69006,69386,Lyon 6e Arrondissement,69,Appartement,96,3,
2023-000375,2023-03-29,3,Adjudication,427296,06000,06088,Nice,06,Appartement,48,6,
2023-000376,2023-10-30,2,Vente,136136,44000,44109,Nantes,44,Appartement,28,1,26
2023-000377,2023-11-07,1,Vente,144800,31000,31555,Toulouse,31,Appartement,32,5,
2023-000378,2023-01-01,4,Vente,1481550,44000,44109,Nantes,44,Appartement,119,1,
2023-000379,2023-06-29,3,Vente,333165,35000,35238,Rennes,35,Appartement,95,1,90
2023-000380,2023-12-30,3,Vente,165856,31000,31555,Toulouse,31,Maison,71,2,
2023-000381,2023-05-10,4,Vente,491310,75011,75111,Paris 11e Arrondissement,75,Appartement,53,2,50
2023-000382,2023-10-12,4,Vente,783387,31000,31555,Toulouse,31,Maison,193,6,183
2023-000383,2023-04-28,1,Vente en l'état futur d'achèvement,755504,67000,67482,Strasbourg,67,Maison,184,5,
2023-000384,2023-03-16,1,Vente,1390990,44000,44109,Nantes,44,Maison,190,3,180
2023-000385,2023-11-11,2,Vente,1632645,59000,59350,Lille,59,Dépendance,365,,346
2023-000386,2023-09-23,2,Vente,487536,33000,33063,Bordeaux,33,Appartement,56,5,53
2023-000387,2023-01-01,2,Vente,317680,44000,44109,Nantes,44,Maison,110,5,104
2023-000388,2023-10-09,3,Vente,869400,59000,59350,Lille,59,Local industriel. commercial ou assimilé,175,,
2023-000389,2023-04-10,3,Vente,819156,67000,67482,Strasbourg,67,Appartement,78,1,
2023-000390,2023-10-03,4,Vente,910116,75011,75111,Paris 11e Arrondissement,75,Dépendance,324,,307
2023-000391,2023-12-15,2,Vente,268866,35000,35238,Rennes,35,Appartement,78,2,74
2023-000392,2023-01-05,3,Echange,940997,13011,13211,Marseille 11e Arrondissement,13,Appartement,109,6,
2023-000393,2023-10-21,2,Vente,607476,75018,75118,Paris 18e Arrondissement,75,Maison,138,2,131
2023-000394,2023-05-08,4,Vente,513268,67000,67482,Strasbourg,67,Maison,161,1,152
2023-000395,2023-09-04,3,Vente en l'état futur d'achèvement,930820,35000,35238,Rennes,35,Dépendance,220,,
2023-000396,2023-04-24,1,Vente en l'état futur d'achèvement,1027278,35000,35238,Rennes,35,Maison,217,4,206
2023-000397,2023-08-23,3,Vente en l'état futur d'achèvement,416045,13011,13211,Marseille 11e Arrondissement,13,Appartement,35,1,
2023-000398,2023-05-02,4,Vente,661878,67000,67482,Strasbourg,67,Appartement,54,2,
2023-000399,2023-07-25,3,Vente,953724,13011,13211,Marseille 11e Arrondissement,13,Maison,141,1,133
2023-000400,2023-03-16,2,Vente,762588,31000,31555,Toulouse,31,Maison,108,4,102
2023-000401,2023-06-11,2,Vente,1336920,67000,67482,Strasbourg,67,Appartement,120,6,
2023-000402,2023-02-19,3,Vente,798413,67000,67482,Strasbourg,67,Appartement,77,5,
2023-000403,2023-11-07,4,Vente,309420,13011,13211,Marseille 11e Arrondissement,13,Appartement,45,6,42
2023-000404,2023-03-16,1,Vente,341858,13011,13211,Marseille 11e Arrondissement,13,Appartement,41,4,
2023-000405,2023-05-30,4,Vente,873678,13007,13207,Marseille 7e Arrondissement,13,Maison,138,5,
2023-000406,2023-05-01,1,Vente en l'état futur d'achèvement,351750,75018,75118,Paris 18e Arrondissement,75,Maison,134,1,127
2023-000407,2023-07-23,3,Vente,537744,33000,33063,Bordeaux,33,Maison,204,4,
2023-000408,2023-03-09,4,Vente,601170,59000,59350,Lille,59,Appartement,87,3,
2023-000409,2023-08-16,3,Vente,303056,67000,67482,Strasbourg,67,Maison,104,4,98
2023-000410,2023-08-15,1,Vente,447633,33000,33063,Bordeaux,33,Appartement,59,1,56
2023-000411,2023-08-29,3,Vente en l'état futur d'achèvement,416944,35000,35238,Rennes,35,Maison,206,4,195
2023-000412,2023-07-30,4,Vente,1116333,35000,35238,Rennes,35,Maison,213,6,202
2023-000413,2023-05-03,2,Vente,684044,69002,69382,Lyon 2e Arrondissement,69,Appartement,86,1,
2023-000414,2023-05-20,1,Vente,1686884,75011,75111,Paris 11e Arrondissement,75,Appartement,109,1,
2023-000415,2023-08-13,3,Vente,258552,75011,75111,Paris 11e Arrondissement,75,Maison,72,4,
2023-000416,2023-03-16,2,Vente,384216,35000,35238,Rennes,35,Maison,84,4,
2023-000417,2023-01-07,4,Vente,224018,67000,67482,Strasbourg,67,Maison,101,2,95
2023-000418,2023-08-31,2,Vente,1515522,75011,75111,Paris 11e Arrondissement,75,Dépendance,229,,217
2023-000419,2023-03-04,1,Vente,575796,75001,75101,Paris 1er Arrondissement,75,Appartement,52,2,
2023-000420,2023-05-22,4,Vente,437562,13011,13211,Marseille 11e Arrondissement,13,Maison,219,1,208
2023-000421,2023-03-22,1,Vente,405623,75018,75118,Paris 18e Arrondissement,75,Maison,197,1,
2023-000422,2023-03-06,3,Vente,417872,75018,75118,Paris 18e Arrondissement,75,Appartement,82,6,77
2023-000423,2023-07-13,4,Vente,563339,33000,33063,Bordeaux,33,Maison,161,5,
2023-000424,2023-08-28,3,Vente,514920,75018,75118,Paris 18e Arrondissement,75,Maison,140,3,133
2023-000425,2023-07-14,1,Vente,803769,33000,33063,Bordeaux,33,Appartement,113,3,107
2023-000426,2023-12-16,3,Vente,573664,31000,31555,Toulouse,31,Maison,197,6,
2023-000427,2023-03-08,4,Vente,268525,31000,31555,Toulouse,31,Maison,115,4,109
2023-000428,2023-04-24,1,Vente,231880,59000,59350,Lille,59,Maison,88,4,
2023-000429,2023-08-01,1,Vente,284884,44000,44109,Nantes,44,Appartement,67,3,63
2023-000430,2023-09-30,2,Vente,361560,31000,31555,Toulouse,31,Appartement,69,5,65
2023-000431,2023-11-23,4,Vente,851291,31000,31555,Toulouse,31,Maison,217,2,206
2023-000432,2023-08-15,3,Vente,472710,44000,44109,Nantes,44,Dépendance,210,,
2023-000433,2023-11-08,4,Vente,251700,44000,44109,Nantes,44,Appartement,50,4,47
2023-000434,2023-11-02,1,Vente,220552,75001,75101,Paris 1er Arrondissement,75,Dépendance,38,,
2023-000435,2023-12-20,2,Vente,571200,69002,69382,Lyon 2e Arrondissement,69,Maison,140,5,
2023-000436,2023-10-19,4,Vente,208962,35000,35238,Rennes,35,Appartement,47,2,44
2023-000437,2023-02-18,3,Vente,1075584,59000,59350,Lille,59,Appartement,96,3,91
2023-000438,2023-04-27,3,Vente,494960,13011,13211,Marseille 11e Arrondissement,13,Appartement,115,1,109
2023-000439,2023-09-15,1,Vente,563220,13007,13207,Marseille 7e Arrondissement,13,Maison,126,5,
2023-000440,2023-06-22,3,Vente,645372,69006,69386,Lyon 6e Arrondissement,69,Maison,91,4,
2023-000441,2023-03-11,2,Vente,359154,31000,31555,Toulouse,31,Appartement,81,6,
2023-000442,2023-10-22,2,Vente,206356,69006,69386,Lyon 6e Arrondissement,69,Maison,92,3,
2023-000443,2023-03-28,3,Vente,661440,06000,06088,Nice,06,Appartement,64,6,
2023-000444,2023-01-28,3,Vente en l'état futur d'achèvement,399300,59000,59350,Lille,59,Maison,132,1,125
2023-000445,2023-06-19,2,Vente,293296,75011,75111,Paris 11e Arrondissement,75,Appartement,46,6,43
2023-000446,2023-12-06,3,Vente,420993,44000,44109,Nantes,44,Appartement,87,2,
2023-000447,2023-12-05,4,Echange,639956,44000,44109,Nantes,44,Maison,139,2,132
2023-000448,2023-11-02,1,Vente,441046,59000,59350,Lille,59,Maison,206,4,
2023-000449,2023-03-22,3,Vente,174328,31000,31555,Toulouse,31,Appartement,22,5,20
2023-000450,2023-01-16,2,Vente,806448,44000,44109,Nantes,44,Maison,212,4,
2023-000451,2023-11-17,3,Vente,511139,13011,13211,Marseille 11e Arrondissement,13,Appartement,107,5,
2023-000452,2023-10-05,2,Vente,472747,75018,75118,Paris 18e Arrondissement,75,Maison,121,5,
2023-000453,2023-03-22,2,Vente,226368,35000,35238,Rennes,35,Local industriel. commercial ou assimilé,192,,182
2023-000454,2023-07-30,3,Vente,469160,35000,35238,Rennes,35,Dépendance,185,,
2023-000455,2023-11-10,2,Vente,431112,69002,69382,Lyon 2e Arrondissement,69,Maison,138,4,131
2023-000456,2023-04-05,1,Vente,766521,06000,06088,Nice,06,Appartement,69,2,
2023-000457,2023-04-24,4,Vente en l'état futur d'achèvement,748238,75001,75101,Paris 1er Arrondissement,75,Dépendance,373,,354
2023-000458,2023-07-27,1,Vente,485360,67000,67482,Strasbourg,67,Maison,80,6,76
2023-000459,2023-05-06,2,Vente,1084288,33000,33063,Bordeaux,33,Appartement,86,1,
2023-000460,2023-05-27,2,Vente en l'état futur d'achèvement,471551,13011,13211,Marseille 11e Arrondissement,13,Appartement,79,1,
2023-000461,2023-02-27,2,Vente,225836,44000,44109,Nantes,44,Appartement,43,6,40
2023-000462,2023-12-31,3,Vente,175840,75011,75111,Paris 11e Arrondissement,75,Appartement,40,6,
2023-000463,2023-09-19,2,Vente,513030,59000,59350,Lille,59,Appartement,98,5,
2023-000464,2023-08-03,2,Vente,562506,75018,75118,Paris 18e Arrondissement,75,Appartement,59,3,
2023-000465,2023-05-10,2,Echange,374125,75018,75118,Paris 18e Arrondissement,75,Maison,73,4,
2023-000466,2023-02-10,2,Vente,385152,44000,44109,Nantes,44,Appartement,96,5,
2023-000467,2023-03-16,3,Vente,337740,75018,75118,Paris 18e Arrondissement,75,Maison,78,2,74
2023-000468,2023-10-15,1,Vente,537894,59000,59350,Lille,59,Appartement,42,1,39
2023-000469,2023-02-04,4,Vente,383597,13007,13207,Marseille 7e Arrondissement,13,Maison,179,5,170
2023-000470,2023-10-20,3,Vente,493025,59000,59350,Lille,59,Maison,205,6,
2023-000471,2023-11-16,2,Vente,328055,67000,67482,Strasbourg,67,Appartement,65,2,61
2023-000472,2023-11-17,1,Vente,301400,69002,69382,Lyon 2e Arrondissement,69,Maison,100,4,
2023-000473,2023-11-24,1,Vente,543411,31000,31555,Toulouse,31,Maison,121,1,114
2023-000474,2023-01-15,4,Vente,268968,13007,13207,Marseille 7e Arrondissement,13,Appartement,42,6,39
2023-000475,2023-03-21,3,Vente,571285,35000,35238,Rennes,35,Maison,187,5,177
2023-000476,2023-04-17,1,Vente,851415,44000,44109,Nantes,44,Appartement,93,3,88
2023-000477,2023-07-12,3,Vente en l'état futur d'achèvement,604610,69006,69386,Lyon 6e Arrondissement,69,Maison,206,3,195
2023-000478,2023-05-02,3,Vente,741958,69006,69386,Lyon 6e Arrondissement,69,Appartement,67,5,
2023-000479,2023-02-17,3,Vente,339948,13007,13207,Marseille 7e Arrondissement,13,Appartement,76,4,72
2023-000480,2023-09-22,1,Vente,226291,75018,75118,Paris 18e Arrondissement,75,Maison,103,6,
2023-000481,2023-02-14,3,Vente,791926,75001,75101,Paris 1er Arrondissement,75,Appartement,62,1,58
2023-000482,2023-05-22,2,Vente,876942,69002,69382,Lyon 2e Arrondissement,69,Maison,206,3,
2023-000483,2023-09-21,2,Vente,154572,75011,75111,Paris 11e Arrondissement,75,Appartement,33,3,
2023-000484,2023-08-16,1,Vente,269698,69006,69386,Lyon 6e Arrondissement,69,Maison,82,1,
2023-000485,2023-11-02,1,Vente,722752,75011,75111,Paris 11e Arrondissement,75,Maison,184,5,174
2023-000486,2023-02-17,4,Vente,1709120,35000,35238,Rennes,35,Appartement,109,6,
2023-000487,2023-05-13,4,Vente,921360,69002,69382,Lyon 2e Arrondissement,69,Appartement,66,3,
2023-000488,2023-08-25,1,Vente,695176,75011,75111,Paris 11e Arrondissement,75,Maison,113,2,
2023-000489,2023-11-29,2,Vente,325336,59000,59350,Lille,59,Maison,88,5,83
2023-000490,2023-12-22,2,Vente,1126440,13011,13211,Marseille 11e Arrondissement,13,Maison,180,6,
2023-000491,2023-10-21,2,Vente,464256,44000,44109,Nantes,44,Local industriel. commercial ou assimilé,279,,
2023-000492,2023-11-02,2,Vente,668835,13011,13211,Marseille 11e Arrondissement,13,Maison,167,1,158
2023-000493,2023-01-01,2,Vente en l'état futur d'achèvement,622804,06000,06088,Nice,06,Appartement,116,4,
2023-000494,2023-12-14,1,Vente,579362,13007,13207,Marseille 7e Arrondissement,13,Appartement,58,1,55
2023-000495,2023-05-31,1,Vente,0,31000,31555,Toulouse,31,Maison,85,3,80
2023-000496,2023-10-30,2,Vente,431410,67000,67482,Strasbourg,67,Appartement,70,4,66
2023-000497,2023-07-04,1,Vente,399675,33000,33063,Bordeaux,33,Appartement,73,6,
2023-000498,2023-03-11,4,Vente,197757,33000,33063,Bordeaux,33,Dépendance,73,,69
2023-000499,2023-04-03,1,Vente,761514,59000,59350,Lille,59,Appartement,78,5,74
2023-000500,2023-05-18,3,Vente,573264,67000,67482,Strasbourg,67,Appartement,72,4,
2023-000501,2023-09-27,1,Echange,716703,33000,33063,Bordeaux,33,Maison,141,6,133
2023-000502,2023-01-28,3,Vente,337236,31000,31555,Toulouse,31,Maison,157,4,
2023-000503,2023-12-22,1,Vente,786303,35000,35238,Rennes,35,Maison,147,3,
2023-000504,2023-05-23,1,Vente,504912,75011,75111,Paris 11e Arrondissement,75,Maison,134,3,127
2023-000505,2023-03-19,1,Vente,1152632,06000,06088,Nice,06,Appartement,104,2,
2023-000506,2023-03-20,2,Echange,1077257,75011,75111,Paris 11e Arrondissement,75,Appartement,83,4,
2023-000507,2023-05-16,2,Vente en l'état futur d'achèvement,237303,59000,59350,Lille,59,Maison,99,5,
2023-000508,2023-09-29,3,Vente,461007,59000,59350,Lille,59,Maison,181,4,171
2023-000509,2023-09-30,3,Echange,830880,44000,44109,Nantes,44,Maison,160,1,152
2023-000510,2023-05-04,3,Vente,564435,13011,13211,Marseille 11e Arrondissement,13,Appartement,113,2,107
2023-000511,2023-07-30,1,Vente,195130,44000,44109,Nantes,44,Maison,95,1,90
2023-000512,2023-04-22,2,Vente en l'état futur d'achèvement,324864,75001,75101,Paris 1er Arrondissement,75,Appartement,96,5,
2023-000513,2023-04-05,4,Vente en l'état futur d'achèvement,203116,35000,35238,Rennes,35,Appartement,34,3,32
2023-000514,2023-03-24,1,Vente,475904,44000,44109,Nantes,44,Maison,88,3,
2023-000515,2023-09-09,1,Vente,589140,67000,67482,Strasbourg,67,Appartement,45,2,42
2023-000516,2023-02-06,2,Vente,1155384,59000,59350,Lille,59,Maison,216,4,205
2023-000517,2023-05-17,4,Vente en l'état futur d'achèvement,395889,75001,75101,Paris 1er Arrondissement,75,Appartement,39,4,
2023-000518,2023-02-05,1,Vente,0,67000,67482,Strasbourg,67,Appartement,89,4,84
2023-000519,2023-01-29,2,Vente,231105,13007,13207,Marseille 7e Arrondissement,13,Maison,93,3,
2023-000520,2023-06-03,4,Echange,1178508,75001,75101,Paris 1er Arrondissement,75,Appartement,109,3,
2023-000521,2023-01-19,3,Vente,249781,44000,44109,Nantes,44,Maison,119,5,
2023-000522,2023-01-09,1,Vente,109872,67000,67482,Strasbourg,67,Dépendance,48,,
2023-000523,2023-08-23,1,Vente,631230,69002,69382,Lyon 2e Arrondissement,69,Appartement,106,4,
2023-000524,2023-03-08,4,Vente,109494,06000,06088,Nice,06,Appartement,21,1,19
2023-000525,2023-02-24,4,Vente,323986,67000,67482,Strasbourg,67,Appartement,34,3,
2023-000526,2023-04-20,4,Vente,243810,44000,44109,Nantes,44,Maison,81,2,
2023-000527,2023-10-25,4,Vente,192350,13007,13207,Marseille 7e Arrondissement,13,Appartement,25,1,
2023-000528,2023-11-30,2,Vente,1112286,75001,75101,Paris 1er Arrondissement,75,Maison,142,4,
2023-000529,2023-05-03,3,Vente,128436,44000,44109,Nantes,44,Appartement,42,3,
2023-000530,2023-09-29,2,Vente,354098,31000,31555,Toulouse,31,Maison,94,5,
2023-000531,2023-04-10,1,Vente,278712,44000,44109,Nantes,44,Maison,98,6,
2023-000532,2023-06-21,2,Vente,664538,13007,13207,Marseille 7e Arrondissement,13,Appartement,98,5,
2023-000533,2023-05-01,3,Vente,608658,75001,75101,Paris 1er Arrondissement,75,Maison,183,1,
2023-000534,2023-07-12,2,Vente,219888,69002,69382,Lyon 2e Arrondissement,69,Appartement,48,4,
2023-000535,2023-03-11,1,Vente,437767,06000,06088,Nice,06,Maison,187,6,
2023-000536,2023-03-29,2,Vente en l'état futur d'achèvement,634725,75011,75111,Paris 11e Arrondissement,75,Appartement,117,2,111
2023-000537,2023-09-25,2,Vente en l'état futur d'achèvement,486135,31000,31555,Toulouse,31,Maison,195,6,
2023-000538,2023-10-30,1,Vente,126867,13011,13211,Marseille 11e Arrondissement,13,Appartement,39,4,
2023-000539,2023-02-20,2,Vente,936628,13011,13211,Marseille 11e Arrondissement,13,Appartement,77,2,
2023-000540,2023-09-03,1,Vente,636992,69002,69382,Lyon 2e Arrondissement,69,Maison,148,6,140
2023-000541,2023-07-27,3,Vente,0,33000,33063,Bordeaux,33,Appartement,43,4,40
2023-000542,2023-11-10,1,Vente,581776,69006,69386,Lyon 6e Arrondissement,69,Maison,208,3,197
2023-000543,2023-07-16,2,Vente,926166,44000,44109,Nantes,44,Maison,163,1,
